Image,Object ID,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Num Detections,Num ADM,Num Acinar,Num Ductal_Amy_overexpr,Num Immune,Num Langerhans,Num Non_malignant_duct,Num Stroma,Num Stroma_periductal,Area µm^2,Perimeter µm,Num Stroma_Amy_leakage
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),9c5cbac8-e603-43c6-bb9d-c29dbb396aea,Non_malignant_duct,Non_malignant_duct,Image,Polygon,467.81,815.46,5,0,0,0,0,0,5,0,0,456.6,81.97,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),e160ff4b-3922-4bc4-8a92-5779de1c604a,Non_malignant_duct,Non_malignant_duct,Image,Polygon,336.89,808.46,1,0,0,0,0,0,1,0,0,273.01,61.27,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),7bfb8ebb-c174-4253-953a-6c3c5271621e,Stroma,Stroma,Image,Polygon,1142.5,866.85,59,0,0,0,0,0,0,59,0,15487.8,627.81,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),21a9250b-8f76-43fe-aeec-8be5cb36429e,Stroma,Stroma,Image,Polygon,1317.9,1209.7,5,0,0,0,1,0,0,4,0,668,138.65,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),057bbec5-82e3-44a5-bc70-ee767467d2da,Stroma,Stroma,Image,Polygon,1049,1470.7,4,0,0,0,0,0,0,4,0,998.88,140.07,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),0ce7c288-deda-4452-8f78-ce67b7cf747c,Stroma,Stroma,Image,Polygon,653.22,1162.8,11,0,0,0,0,0,0,11,0,2303.7,276.47,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),00141ebe-a353-4677-b615-ada57ec4fd13,Stroma,Stroma,Image,Polygon,493.39,1208,11,0,0,0,0,0,0,11,0,3603,315.03,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),3c111afa-83af-4c77-af0e-9afbc5c3a242,Stroma,Stroma,Image,Polygon,278.95,203.73,5,0,0,0,0,0,0,5,0,1056.2,131.75,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),0e8e62fa-d655-4c5f-9d14-36e02b9aa54e,Stroma,Stroma,Image,Polygon,464.31,256.01,6,0,0,0,0,0,0,6,0,701.57,137.55,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),d7da0613-d6a0-4ea5-b4ef-5154705215fd,Stroma_periductal,Stroma_periductal,Image,Polygon,180.18,409.88,9,0,0,0,0,0,0,0,9,1230.9,178.37,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),fb06bc6e-f6e4-444c-85e5-4e92625df5a3,Stroma_periductal,Stroma_periductal,Image,Polygon,188.17,506.76,4,0,0,0,0,0,0,0,4,406.39,79.14,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),edad5adb-417e-44a2-9aa5-eb0da9535e2a,Stroma_periductal,Stroma_periductal,Image,Polygon,378.04,823.84,2,0,0,0,0,0,0,0,2,868.63,209.06,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),ef664fb0-c39a-4676-bbed-4829992db4a4,Stroma_periductal,Stroma_periductal,Image,Polygon,545.55,1147,19,0,0,0,0,0,0,1,18,2850.5,307.03,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),2f79697d-b8e2-4aea-b43d-b736c261b8f9,Stroma_periductal,Stroma_periductal,Image,Polygon,849.06,1226.2,17,0,0,0,0,0,0,0,17,1913.2,206.76,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),51d6e92b-ebb1-4b45-8901-779f490beedc,Immune,Immune,Image,Polygon,933.13,1210.5,32,0,0,0,32,0,0,0,0,2437,207.05,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),89d67bdb-9ddb-4bf2-95f9-545ae98aa6e4,Immune,Immune,Image,Polygon,527.56,1321.9,56,0,0,0,55,0,0,0,0,5675.6,339.99,1
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),3a105810-ebc6-479e-bb01-6fdfb48f3568,Immune,Immune,Image,Polygon,588.33,1463.7,32,0,0,0,32,0,0,0,0,3516.6,245.24,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),e68d1ee6-0fcb-4fc1-910d-38a0f6e81aa6,Immune,Immune,Image,Polygon,476.82,1440.7,13,0,0,0,13,0,0,0,0,1366.3,138.12,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),bafad2f7-0ebb-4b9b-8f01-76cc4154f4e0,Immune,Immune,Image,Polygon,336.26,180.87,22,0,0,0,21,0,0,0,0,2580,195.99,1
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),f8ed6d6a-94a2-4ace-b756-1b9721223ef1,l_atrophy_tu,l_atrophy_tu,Image,Polygon,1365.6,368.8,1964,197,262,32,136,39,206,282,119,286500.3,3459.1,691
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),2ffb7e67-7786-4e03-b633-1dd4da2ff7f0,Acinar,Acinar,Image,Polygon,1503.3,312.33,11,0,11,0,0,0,0,0,0,1709.5,262.16,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),8c9af9b2-9f0d-463a-87f6-4544d579258e,Acinar,Acinar,Image,Polygon,1517.1,351.91,2,0,2,0,0,0,0,0,0,182.19,51.82,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),26a1ffa5-168c-42a0-8bc1-f1f0405345e4,Acinar,Acinar,Image,Polygon,1520.2,206.39,11,0,11,0,0,0,0,0,0,1561.2,152.57,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),f6679600-d691-4586-a1d5-db2012c522d3,Acinar,Acinar,Image,Polygon,1450,292.92,7,0,7,0,0,0,0,0,0,697.66,97.79,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),0923d135-994b-4485-a2eb-1be360a79013,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1467.5,247.71,10,0,0,0,0,0,9,0,1,1065.1,139.8,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),f18e2001-3a08-44d9-8813-645025732af8,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1378.6,418.83,3,0,0,0,0,0,3,0,0,174.37,54.34,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),b7799b96-05b0-4fe3-817d-76cb4b093300,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1372.6,361.42,4,0,0,0,0,0,4,0,0,271.17,67.11,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),9e278464-be5e-43d5-a59b-8c78baee90a1,Stroma_periductal,Stroma_periductal,Image,Polygon,1407.5,518.43,6,0,0,0,0,0,0,0,6,560.93,87.97,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),43ada135-6951-411c-943f-ba8059f85900,ADM,ADM,Image,Polygon,1454.6,510.87,3,3,0,0,0,0,0,0,0,437.55,116.69,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),07c33b8d-ee1f-435c-8148-600182a6cd7c,ADM,ADM,Image,Polygon,1373.8,384.44,1,1,0,0,0,0,0,0,0,165.21,49.61,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),7c5f352a-323b-4069-83f6-a807f029e776,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1367.4,130.17,7,0,0,1,0,0,6,0,0,861.53,172.97,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),b5162b41-1876-4b7c-a1b6-96486e5b54d5,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1405.4,249.31,4,0,0,0,0,0,4,0,0,366.62,74.71,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),45ae416f-d681-4712-a2ae-0db2d066fb2c,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1311.9,299.48,5,0,0,0,0,0,5,0,0,408.23,83.13,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),d4325955-561b-400b-8e72-3b1ee15da859,Non_malignant_duct,Non_malignant_duct,Image,Polygon,931.22,1006,11,0,0,0,0,0,11,0,0,1387.3,190.26,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),00edfb6d-2492-4976-a1c4-22f7e48aad0d,Non_malignant_duct,Non_malignant_duct,Image,Polygon,930.26,1044.6,5,0,0,0,0,0,5,0,0,728.77,120.84,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),9f517756-3b9d-4e9d-b50a-b9b2bc1cda3b,ADM,ADM,Image,Polygon,955.3,1052.4,1,1,0,0,0,0,0,0,0,226.76,68.14,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),85bd189f-d195-4c2b-aae6-d0bde84926fd,ADM,ADM,Image,Polygon,855.81,1317.2,4,4,0,0,0,0,0,0,0,489.83,82.05,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),e750ca78-0a5b-4775-a3d7-502ef2455f6e,ADM,ADM,Image,Polygon,1092.6,1355.4,3,3,0,0,0,0,0,0,0,250.33,61.67,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),e50ebf2f-bad2-4d40-a1f0-45682e0469d9,Stroma_Amy_leakage,Stroma_Amy_leakage,Image,Polygon,1314.8,1070.4,75,0,0,0,0,0,0,0,0,14288.4,494.61,75
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),6f040a77-a026-4b8b-9814-8343a926ee18,Stroma_Amy_leakage,Stroma_Amy_leakage,Image,Polygon,1302.2,62.56,7,0,0,0,0,0,0,0,0,1164.5,168.26,7
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),8c831ba4-a741-48b3-9f2c-ba9e56ebc443,Stroma_Amy_leakage,Stroma_Amy_leakage,Image,Polygon,1249.6,390.52,7,0,0,0,0,0,0,0,0,1070.9,139.18,7
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),5ae0fc2d-efec-481a-8cc4-24134e6d2b5a,Stroma_Amy_leakage,Stroma_Amy_leakage,Image,Polygon,1387.3,833.26,54,0,0,0,2,0,0,0,0,7263.3,419.07,52
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),4f98c223-0b51-4a61-b80b-d8908eb7cba0,Stroma_Amy_leakage,Stroma_Amy_leakage,Image,Polygon,1229.5,342.99,10,0,0,0,0,0,0,0,0,1275.9,221.87,10
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),9d10485f-e6cf-482d-806d-83a742afbedf,Stroma_Amy_leakage,Stroma_Amy_leakage,Image,Polygon,137.92,742.34,34,0,0,0,0,0,0,0,0,5361.4,381.21,34
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),8410aee2-9e89-4b7b-839e-38b03e7e3500,Stroma_periductal,Stroma_periductal,Image,Polygon,132.8,637.73,9,0,0,0,0,0,0,0,9,1628.5,207.82,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),c9715a81-3bf1-41f1-9c58-76ba3c09cfe6,Acinar,Acinar,Image,Polygon,401.54,380.71,2,0,2,0,0,0,0,0,0,224.86,60.31,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),e687693b-62f1-437d-a79a-587910c8f27f,Acinar,Acinar,Image,Polygon,442.96,350.64,2,0,2,0,0,0,0,0,0,217.6,68.47,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),73f55c21-33fc-429b-8546-3ce61204765b,Non_malignant_duct,Non_malignant_duct,Image,Polygon,469.35,373.46,6,0,0,0,0,0,6,0,0,359.13,80.4,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),3e6119c1-93f6-4920-a9ce-6f985a2e33bd,Stroma_periductal,Stroma_periductal,Image,Polygon,335.57,570.48,3,0,0,0,0,0,0,0,3,357.4,74.53,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),1e23836c-ba62-49c5-ba08-6f20b3d9f190,Langerhans,Langerhans,Image,Polygon,1541.8,298.34,23,1,0,0,0,21,0,1,0,2605.4,207.22,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),de20e4c3-12d2-448c-9b4c-7041a0c1d2c5,ADM,ADM,Image,Polygon,336.11,676.51,10,10,0,0,0,0,0,0,0,1045.7,159.88,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),30a18110-5702-4cd2-8c9e-485c22f1556b,ADM,ADM,Image,Polygon,317.52,709.37,5,5,0,0,0,0,0,0,0,498.77,89.12,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),dbf68f06-abe4-4f20-8aa1-0f159f82ee97,Stroma_periductal,Stroma_periductal,Image,Polygon,873.53,886.32,24,0,0,0,1,0,0,0,23,3177.9,331.25,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),47df0d80-08d0-4e95-b8c5-59a07750e484,Stroma_periductal,Stroma_periductal,Image,Polygon,940.02,863.31,4,0,0,0,0,0,0,0,4,744.19,120.92,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),24c0d75b-c5af-433c-a039-f4317f0ceb13,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,1075.9,978.91,7,0,0,7,0,0,0,0,0,1302.3,135.96,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),6f59bb85-fb48-4264-b73f-90f0091f4182,Tumor,Tumor,Image,Geometry,802.38,780.55,0,0,0,0,0,0,0,0,0,295725.7,11302.2,0
PKR13_K19-amy_pd lobule E.nd2 - PKR13_K19-amy_pd lobule E.nd2 (series 1),f8781d45-2f16-4718-ac1d-a566a69bf3a2,Tumor,Tumor,Image,Geometry,2045.1,2182.7,0,0,0,0,0,0,0,0,0,732265.9,36124.2,0
PKR13_K19-amy_pd lobule E.nd2 - PKR13_K19-amy_pd lobule E.nd2 (series 1),d15150e8-aae9-4ade-9419-c75f97a60cf7,e_atrophy_tu,e_atrophy_tu,Image,Polygon,1584.2,1833.3,20720,3555,1992,1615,686,401,3472,2196,3925,2942216.7,7118.3,2878
PKR13_K19-amy_pd lobule E.nd2 - PKR13_K19-amy_pd lobule E.nd2 (series 1),a2444f31-909d-402c-90e1-a8399a033de5,l_atrophy_tu,l_atrophy_tu,Image,Polygon,2602.5,2447,9734,1037,735,459,481,352,1724,786,1168,1463814.8,5664.2,2992
PKR13_K19-amy_pd lobule G.nd2 - PKR13_K19-amy_pd lobule G.nd2 (series 1),a2f519cf-b0f3-4149-8c72-507e399f1d44,e_atrophy,e_atrophy,Image,Polygon,987.32,1642.8,4060,1703,527,448,811,45,125,229,172,533048.7,5366.9,
PKR13_K19-amy_pd lobule H.nd2 - PKR13_K19-amy_pd lobule H.nd2 (series 1),eea0d12e-bfc2-4d2a-9ba6-5eefcdaddc33,e_atrophy_tu,e_atrophy_tu,Image,Geometry,1175.8,2106.7,6828,1416,2158,2268,40,,415,4,501,1035041.9,5703.2,26
PKR13_K19-amy_pd lobule H.nd2 - PKR13_K19-amy_pd lobule H.nd2 (series 1),1fd2e84d-6598-4710-822e-e86f55dd9e0e,Tumor,Tumor,Image,Geometry,1445.8,2728.4,0,0,0,0,0,,0,0,0,114969.7,8202.2,0
PKR13_K19-amy_pd lobule I.nd2 - PKR13_K19-amy_pd lobule I.nd2 (series 1),f0847fa5-c885-487d-9b0b-943d70fd68ca,e_atrophy_tu,e_atrophy_tu,Image,Geometry,1364.1,1370,9969,108,4762,1512,302,110,152,2647,376,1421493.1,9105.3,
PKR13_K19-amy_pd lobule I.nd2 - PKR13_K19-amy_pd lobule I.nd2 (series 1),40be8089-7bfd-4bb8-b39a-e285b69f711c,e_atrophy_tu,e_atrophy_tu,Image,Polygon,472.67,750.17,5280,231,2546,939,142,183,106,872,261,812111.4,5397.8,
PKR13_K19-amy_pd lobule I.nd2 - PKR13_K19-amy_pd lobule I.nd2 (series 1),a89eb6d1-1179-4b32-a7c2-0e4f99750085,Tumor,Tumor,Image,Geometry,712.82,1757.5,0,0,0,0,0,0,0,0,0,136130.7,11820,
PKR13_K19-amy_pd lobule I.nd2 - PKR13_K19-amy_pd lobule I.nd2 (series 1),a2e3de02-c81d-49df-b46b-1117b4a93ff5,cell_cleanup,cell_cleanup,Image,Polygon,308.02,1087,0,0,0,0,0,0,0,0,0,6283.5,327.55,
PKR13_K19-amy_pd lobule J.nd2 - PKR13_K19-amy_pd lobule J.nd2 (series 1),4a32da96-db7b-4c6b-a412-d2a831ce5992,e_atrophy_tu,e_atrophy_tu,Image,Polygon,1052.9,1365,10380,309,3811,1576,876,115,156,3090,447,1456577.5,4687.7,
PKR13_K19-amy_pd lobule J.nd2 - PKR13_K19-amy_pd lobule J.nd2 (series 1),9cdbf27d-270e-498b-8e97-dc4b8de7c17f,Tumor,Tumor,Image,Geometry,1321.7,1696.5,0,0,0,0,0,0,0,0,0,351643.3,16943.5,
PKR13_K19-amy_wp lobule A.nd2 - PKR13_K19-amy_wp lobule A.nd2 (series 1),4f5df1de-112c-42ef-aaa9-5077347a4717,Preserved,Preserved,Image,Polygon,1093.4,1860.7,7753,194,5658,675,63,134,204,416,409,1103230.4,5089.7,
PKR13_K19-amy_wp lobule A.nd2 - PKR13_K19-amy_wp lobule A.nd2 (series 1),667d4dd3-1e5f-46c2-8f66-d309419749a4,Preserved,Preserved,Image,Geometry,1901.3,2381.9,4399,105,3327,344,31,149,84,210,149,654042.7,4854.9,
PKR13_K19-amy_wp lobule A.nd2 - PKR13_K19-amy_wp lobule A.nd2 (series 1),77519e7b-c0fb-4ad3-b6ef-d9ca0d89eef1,PathAnnotationObject,,Image,Geometry,488.8,1231.5,4540,633,2650,510,65,17,194,136,335,670409,5701.1,
PKR13_K19-amy_wp lobule A.nd2 - PKR13_K19-amy_wp lobule A.nd2 (series 1),8d747a6f-4460-47ce-8e8c-88dfee451f9e,ADM,ADM,Image,Polygon,851.65,739.29,4,4,0,0,0,0,0,0,0,756.75,104.86,
PKR13_K19-amy_wp lobule A.nd2 - PKR13_K19-amy_wp lobule A.nd2 (series 1),a29a1d8e-502a-4f9a-a211-72f15b072703,ADM,ADM,Image,Polygon,827.01,738.08,2,2,0,0,0,0,0,0,0,230.56,60.13,
PKR13_K19-amy_wp lobule A.nd2 - PKR13_K19-amy_wp lobule A.nd2 (series 1),9f34adc9-af14-4fca-8163-1cfc513bb9db,ADM,ADM,Image,Polygon,675.2,727.43,3,3,0,0,0,0,0,0,0,386.89,75.87,
PKR13_K19-amy_wp lobule A.nd2 - PKR13_K19-amy_wp lobule A.nd2 (series 1),d1da8ae3-754d-4bf0-84cc-bc3cb470a812,Acinar,Acinar,Image,Polygon,612.52,1262.1,1,0,1,0,0,0,0,0,0,375.44,77.46,
PKR13_K19-amy_wp lobule A.nd2 - PKR13_K19-amy_wp lobule A.nd2 (series 1),6ea5061f-ea87-4354-8bf2-38c2f9f4ceb2,Acinar,Acinar,Image,Polygon,406.12,1276.1,6,0,6,0,0,0,0,0,0,1282.9,192.83,
PKR13_K19-amy_wp lobule A.nd2 - PKR13_K19-amy_wp lobule A.nd2 (series 1),790a0961-776c-42a7-bd67-a555f614e819,Acinar,Acinar,Image,Polygon,256.97,1056.3,6,0,6,0,0,0,0,0,0,1549.7,178.18,
PKR13_K19-amy_wp lobule B.nd2 - PKR13_K19-amy_wp lobule B.nd2 (series 1),9d6e64b0-baf8-450e-8ca7-51f9302c8022,Preserved,Preserved,Image,Geometry,952.63,648.16,2964,10,2511,100,24,62,8,236,13,427457.1,3701.9,
PKR13_K19-amy_wp lobule B.nd2 - PKR13_K19-amy_wp lobule B.nd2 (series 1),e9feae31-478d-4484-a180-83cd7d4c8b80,PathAnnotationObject,,Image,Geometry,1255.2,908.17,4866,29,3738,358,22,181,43,443,52,718173.4,10199.8,
PKR13_K19-amy_wp lobule B.nd2 - PKR13_K19-amy_wp lobule B.nd2 (series 1),b2c1dbaa-5f55-4937-b8f7-46ad15d3fba3,Acinar,Acinar,Image,Polygon,1743.2,819.19,15,0,15,0,0,0,0,0,0,2115.4,203.51,
PKR13_K19-amy_wp lobule B.nd2 - PKR13_K19-amy_wp lobule B.nd2 (series 1),352f70cf-b92c-4e83-8509-552aadfe14c6,Acinar,Acinar,Image,Polygon,1693.4,773.51,26,0,26,0,0,0,0,0,0,3834.5,244.39,
PKR13_K19-amy_wp lobule B.nd2 - PKR13_K19-amy_wp lobule B.nd2 (series 1),e98f23ec-b164-44a6-b44e-c2dd342921e6,Acinar,Acinar,Image,Polygon,1182.3,1097,51,0,51,0,0,0,0,0,0,10722.9,728.28,
PKR13_K19-amy_wp lobule B.nd2 - PKR13_K19-amy_wp lobule B.nd2 (series 1),78b53cf8-5bdb-44af-b8b9-3cff16fa59e0,Acinar,Acinar,Image,Polygon,633.24,1088.3,51,0,51,0,0,0,0,0,0,8392,378.06,
PKR13_K19-amy_wp lobule B.nd2 - PKR13_K19-amy_wp lobule B.nd2 (series 1),99cd0b09-755f-4d5b-bc55-8234b90c5378,Acinar,Acinar,Image,Polygon,2100.2,1558.6,15,0,15,0,0,0,0,0,0,2600.4,268.95,
PKR13_K19-amy_wp lobule B.nd2 - PKR13_K19-amy_wp lobule B.nd2 (series 1),ef71f0b0-7acf-4dd2-a991-e816a83ab593,Acinar,Acinar,Image,Polygon,1988.1,1668.2,34,0,34,0,0,0,0,0,0,5914.7,411.53,
PKR13_K19-amy_wp lobule B.nd2 - PKR13_K19-amy_wp lobule B.nd2 (series 1),4692ee0d-d2fd-49d7-8ff2-0f1538e28728,Acinar,Acinar,Image,Polygon,1967.3,1436.7,28,0,28,0,0,0,0,0,0,4196.6,305.85,
PKR13_K19-amy_wp lobule B.nd2 - PKR13_K19-amy_wp lobule B.nd2 (series 1),b3318ad6-3ed1-4b94-8575-70ffb629f518,Acinar,Acinar,Image,Polygon,343.44,683.66,47,0,47,0,0,0,0,0,0,6940.9,423.12,
PKR13_K19-amy_wp lobule B.nd2 - PKR13_K19-amy_wp lobule B.nd2 (series 1),405e1f79-22cc-49c7-9125-757451c2f465,Acinar,Acinar,Image,Polygon,427.16,961.3,36,0,36,0,0,0,0,0,0,5135.3,415.79,
PKR13_K19-amy_wp lobule B.nd2 - PKR13_K19-amy_wp lobule B.nd2 (series 1),e84f36a3-103b-460f-a174-1f6305cf0bd8,Acinar,Acinar,Image,Polygon,666.55,215.97,7,0,7,0,0,0,0,0,0,881.97,118.9,
PKR13_K19-amy_wp lobule B.nd2 - PKR13_K19-amy_wp lobule B.nd2 (series 1),0534e894-7bac-4d4e-a86d-faeca822cb89,Acinar,Acinar,Image,Polygon,780.91,215.94,22,0,22,0,0,0,0,0,0,3512.6,351.78,
PKR13_K19-amy_wp lobule B.nd2 - PKR13_K19-amy_wp lobule B.nd2 (series 1),765365d3-6ebe-441e-9aff-f33313592c70,Acinar,Acinar,Image,Polygon,1131.5,162,23,0,23,0,0,0,0,0,0,3234.1,219.84,
PKR13_K19-amy_wp lobule B.nd2 - PKR13_K19-amy_wp lobule B.nd2 (series 1),d8da0e37-4bf0-40ec-bf0f-e3d3a0ac12cc,Acinar,Acinar,Image,Polygon,1038.8,209,35,0,35,0,0,0,0,0,0,5298.1,345.81,
PKR13_K19-amy_wp lobule B.nd2 - PKR13_K19-amy_wp lobule B.nd2 (series 1),e89ef4fc-b6d7-4b7f-9b7d-9d2ac84c1e79,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,1575.1,682.77,1,0,0,1,0,0,0,0,0,88.81,39.23,
PKR13_K19-amy_wp lobule B.nd2 - PKR13_K19-amy_wp lobule B.nd2 (series 1),bea13729-5b09-4cc4-933c-2886c7d611c2,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,2128.6,1433.7,5,0,0,5,0,0,0,0,0,502.79,87.1,
PKR13_K19-amy_wp lobule B.nd2 - PKR13_K19-amy_wp lobule B.nd2 (series 1),8c30db83-7164-40c3-855c-922f28119aea,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,2154.8,1425.7,5,0,0,5,0,0,0,0,0,355.9,71.8,
PKR13_K19-amy_wp lobule B.nd2 - PKR13_K19-amy_wp lobule B.nd2 (series 1),3094e08b-ea91-49b1-a5d5-53c2d148cbf8,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,2151.2,1752.7,3,0,0,3,0,0,0,0,0,315.9,77.88,
PKR13_K19-amy_wp lobule B.nd2 - PKR13_K19-amy_wp lobule B.nd2 (series 1),f6e7e32b-18f8-4022-b9a5-a80ac87f9f4f,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1831.6,1035.8,3,0,0,0,0,0,3,0,0,261.28,63.63,
PKR13_K19-amy_wp lobule B.nd2 - PKR13_K19-amy_wp lobule B.nd2 (series 1),65dd742d-afda-46d2-a024-06569f009e41,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1821.3,1098.5,1,0,0,0,0,0,1,0,0,148.57,48.76,
PKR13_K19-amy_wp lobule B.nd2 - PKR13_K19-amy_wp lobule B.nd2 (series 1),541358af-8c45-42c3-811d-b70fc109087a,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,1849.6,805.16,1,0,0,1,0,0,0,0,0,70.77,33.19,
PKR13_K19-amy_wp lobule B.nd2 - PKR13_K19-amy_wp lobule B.nd2 (series 1),685e1130-2eec-4e8d-8164-1b9c13627930,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1664.6,609.99,3,0,0,0,0,0,3,0,0,281.28,64.02,
